Country,State,District,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
India,Assam,Goalpara,"Agriculture Year (Jul - Jun), 2018",182400.000,36459.000,26958.000,28694.000,2786.000,6992.000,7463.000,415.000,238.000,72395.000,126691.000,54296.000
India,Assam,West Karbi Anglong,"Agriculture Year (Jul - Jun), 2011",375441.793,116001.850,0.000,213518.260,0.000,0.000,0.000,0.000,0.000,45921.683,73285.628,27363.945
India,Bihar,Sheohar,"Agriculture Year (Jul - Jun), 2011",43475.000,0.000,12992.000,409.000,0.000,3634.000,25.000,805.000,622.000,24988.000,57161.000,32173.000
India,Assam,Baksa,"Agriculture Year (Jul - Jun), 2013",247125.692,48901.913,73552.471,12886.992,10148.208,9752.036,1537.701,2629.667,1625.350,86091.356,143195.080,57103.725
India,Assam,Bongaigaon,"Agriculture Year (Jul - Jun), 2018",107049.624,14017.589,12876.021,2836.140,5887.235,3263.425,2533.575,3016.936,2654.997,59963.707,87451.987,27488.280
India,Assam,Sonitpur,"Agriculture Year (Jul - Jun), 2011",289315.701,80355.931,94108.125,11605.826,6468.999,3725.300,123.380,1036.497,2133.868,89757.775,147190.663,57432.888
India,Arunachal Pradesh,West Kameng,"Agriculture Year (Jul - Jun), 2014",477588.000,462228.000,882.000,648.000,848.000,956.000,3734.000,1633.000,954.000,5705.000,7722.000,2017.000
India,Bihar,Bhagalpur,"Agriculture Year (Jul - Jun), 2018",254300.000,78.000,71005.000,22403.000,605.000,6756.000,2244.000,4867.000,33245.000,113097.000,138974.000,25877.000
India,Chandigarh,Chandigarh,"Agriculture Year (Jul - Jun), 2014",7025.000,212.000,5356.000,0.000,0.000,172.000,0.000,50.000,53.000,1182.000,1843.000,661.000
India,Assam,Golaghat,"Agriculture Year (Jul - Jun), 2013",356923.524,159709.448,16133.974,9208.664,6868.000,3940.000,7814.000,3868.000,5239.000,144142.438,205004.977,60862.539
India,Assam,Chirang,"Agriculture Year (Jul - Jun), 2015",192331.119,70818.363,21840.426,15035.332,1762.583,2211.243,1988.446,454.216,615.167,77605.342,88369.908,10764.566
India,Bihar,Vaishali,"Agriculture Year (Jul - Jun), 2012",201449.000,0.000,38156.000,24098.000,327.000,9755.000,139.000,300.000,2750.000,125924.000,181193.000,55269.000
India,Bihar,Sitamarhi,"Agriculture Year (Jul - Jun), 2011",221891.000,0.000,63245.000,1751.000,1377.000,13900.000,120.000,502.000,2620.000,138376.000,212690.000,74314.000
India,Bihar,Khagaria,"Agriculture Year (Jul - Jun), 2013",149342.000,0.000,31215.000,13593.000,213.000,3102.000,617.000,2163.000,6103.000,92336.000,133174.000,40838.000
India,Goa,North Goa,"Agriculture Year (Jul - Jun), 2013",167436.000,35042.000,20519.000,0.000,629.000,570.000,22912.000,0.000,11058.000,76706.000,94855.000,18149.000
India,Chhattisgarh,Kondagaon,"Agriculture Year (Jul - Jun), 2014",605073.000,410452.000,10608.000,16313.000,8562.000,2.000,18316.000,4051.000,5196.000,131573.000,137923.000,6350.000
India,Bihar,Muzaffarpur,"Agriculture Year (Jul - Jun), 2015",315351.000,0.000,63381.000,5267.000,25.000,17495.000,300.000,1338.000,36403.000,191142.000,288208.000,97066.000
India,Assam,Dima Hasao,"Agriculture Year (Jul - Jun), 2016",,,,,,,,,,,,
India,Arunachal Pradesh,West Siang,"Agriculture Year (Jul - Jun), 2015",,,,,,,,,,,,
India,Haryana,Gurugram,"Agriculture Year (Jul - Jun), 2015",120149.000,3425.000,30.000,31514.000,1021.000,210.000,0.000,54.000,286.000,83609.000,107838.000,24229.000
India,Haryana,Hisar,"Agriculture Year (Jul - Jun), 2012",404308.000,735.000,42833.000,6327.000,0.000,0.000,0.000,0.000,21675.000,332738.000,630830.000,298092.000
India,Bihar,Nawada,"Agriculture Year (Jul - Jun), 2015",248732.000,63775.000,35780.000,11237.000,859.000,710.000,1093.000,2625.000,19161.000,113492.000,127291.000,13799.000
India,Haryana,Faridabad,"Agriculture Year (Jul - Jun), 2017",72071.000,323.000,37560.000,1420.000,270.000,0.000,0.000,0.000,660.000,31838.000,60534.000,28696.000
India,Haryana,Faridabad,"Agriculture Year (Jul - Jun), 2013",72071.000,323.000,39293.000,1442.000,271.000,0.000,0.000,0.000,665.000,30077.000,62743.000,32666.000
India,Haryana,Faridabad,"Agriculture Year (Jul - Jun), 2016",72071.000,323.000,37560.000,1420.000,270.000,0.000,0.000,0.000,660.000,31838.000,58358.000,26520.000
India,Assam,Udalguri,"Agriculture Year (Jul - Jun), 2012",204716.049,22161.000,30380.551,14524.801,6751.094,10908.369,7385.489,159.689,169.203,112275.853,169244.508,56968.655
India,Chhattisgarh,Gaurella Pendra Marwahi,"Agriculture Year (Jul - Jun), 2016",205934.723,77399.169,9748.691,3206.974,17074.366,19.466,7484.237,4371.409,7620.500,79009.911,94845.517,15835.606
India,Chhattisgarh,Durg,"Agriculture Year (Jul - Jun), 2012",231999.000,0.000,35827.000,4426.000,19126.000,136.000,12143.000,8889.000,4429.000,147023.000,196506.000,49483.000
India,Bihar,Gopalganj,"Agriculture Year (Jul - Jun), 2013",203774.000,0.000,33764.000,5521.000,197.000,7470.000,1389.000,2347.000,5155.000,147931.000,217760.000,69829.000
India,Bihar,Madhepura,"Agriculture Year (Jul - Jun), 2012",179589.000,0.000,31722.000,3923.000,48.000,7128.000,0.000,1030.000,5320.000,130418.000,202723.000,72305.000
India,Chandigarh,Chandigarh,"Agriculture Year (Jul - Jun), 2013",7025.000,212.000,5476.000,0.000,0.000,146.000,0.000,50.000,28.000,1113.000,1717.000,604.000
India,Bihar,Munger,"Agriculture Year (Jul - Jun), 2014",139793.000,28524.000,31974.000,11436.000,190.000,608.000,925.000,1865.000,24479.000,39792.000,46085.000,6293.000
India,Bihar,Saran,"Agriculture Year (Jul - Jun), 2015",264887.000,0.000,32444.000,17915.000,144.000,8623.000,150.000,3621.000,38502.000,163488.000,206993.000,43505.000
India,Goa,South Goa,"Agriculture Year (Jul - Jun), 2015",218905.000,93562.000,19017.000,0.000,919.000,359.000,36097.000,0.000,5251.000,63700.000,76864.000,13164.000
India,Assam,Lakhimpur,"Agriculture Year (Jul - Jun), 2013",228439.388,31243.577,46861.895,149.996,3406.115,9713.360,8133.970,11513.876,4611.572,112805.026,199140.149,86335.123
India,Assam,Jorhat,"Agriculture Year (Jul - Jun), 2011",197166.642,15148.152,66847.860,9616.974,3047.058,6240.729,4623.838,3815.392,4672.248,83154.391,120526.841,37372.449
India,Bihar,Sheohar,"Agriculture Year (Jul - Jun), 2016",43475.000,0.000,11414.000,409.000,0.000,3663.000,22.000,817.000,4013.000,23137.000,45396.000,22259.000
India,Haryana,Gurugram,"Agriculture Year (Jul - Jun), 2014",120149.000,3560.000,36580.000,58.000,1078.000,210.000,0.000,0.000,286.000,78377.000,105563.000,27186.000
India,Haryana,Bhiwani,"Agriculture Year (Jul - Jun), 2015",328409.070,1437.086,19315.649,14748.298,0.000,2550.351,0.000,0.000,8518.103,281839.582,522873.542,241033.960
India,Chhattisgarh,Bilaspur,"Agriculture Year (Jul - Jun), 2014",375914.277,141124.606,19467.334,5854.026,30982.212,35.534,10861.057,7612.624,8836.924,151139.959,188025.299,36885.339
India,Chhattisgarh,Surajpur,"Agriculture Year (Jul - Jun), 2017",499826.000,236038.000,29818.000,1197.000,53148.000,0.000,0.000,9298.000,16317.000,154010.000,174087.000,20077.000
India,Bihar,Saran,"Agriculture Year (Jul - Jun), 2017",264887.000,0.000,32496.000,17915.000,142.000,8623.000,149.000,3615.000,45512.000,156435.000,191750.000,35315.000
India,Haryana,Bhiwani,"Agriculture Year (Jul - Jun), 2017",328422.000,1661.000,11188.000,0.000,0.000,1246.000,0.000,0.000,5649.000,308678.000,514292.000,205614.000
India,Bihar,Pashchim Champaran,"Agriculture Year (Jul - Jun), 2013",484351.000,91745.000,94581.000,2917.000,1142.000,6492.000,1290.000,2567.000,10545.000,273072.000,435908.000,162836.000
India,Assam,Marigaon,"Agriculture Year (Jul - Jun), 2016",155100.000,6611.000,50596.000,3569.000,4278.000,10850.000,661.000,896.000,4085.000,73554.000,130530.000,56976.000
India,Bihar,Siwan,"Agriculture Year (Jul - Jun), 2014",224410.000,0.000,33269.000,8741.000,147.000,8950.000,684.000,1420.000,7449.000,163750.000,226931.000,63181.000
India,Goa,South Goa,"Agriculture Year (Jul - Jun), 2014",193677.000,90431.000,16618.000,0.000,676.000,10.000,29621.000,0.000,3878.000,52443.000,63067.000,10624.000
India,Bihar,Sheohar,"Agriculture Year (Jul - Jun), 2015",43475.000,0.000,11409.000,409.000,0.000,3660.000,23.000,819.000,4705.000,22450.000,44704.000,22254.000
India,Bihar,Sitamarhi,"Agriculture Year (Jul - Jun), 2016",221891.000,0.000,63676.000,1751.000,1344.000,13961.000,114.000,469.000,14071.000,126505.000,231461.000,104956.000
India,Assam,Kamrup,"Agriculture Year (Jul - Jun), 2014",312527.306,80895.484,48054.240,10960.362,12603.455,17063.690,15998.517,7635.162,4798.537,114517.858,172531.627,58013.769
India,Chhattisgarh,Bijapur,"Agriculture Year (Jul - Jun), 2013",470770.000,311695.000,18965.000,6420.000,8992.000,0.000,41486.000,8772.000,8343.000,66097.000,66217.000,120.000
India,Bihar,Samastipur,"Agriculture Year (Jul - Jun), 2018",262390.000,0.000,63784.000,3811.000,56.000,8310.000,0.000,883.000,10115.000,175431.000,306364.000,130933.000
India,Bihar,Nalanda,"Agriculture Year (Jul - Jun), 2014",232732.000,4640.000,45448.000,1160.000,3.000,1309.000,195.000,172.000,502.000,179303.000,224998.000,45695.000
India,Assam,Kamrup,"Agriculture Year (Jul - Jun), 2016",320542.936,88058.913,51732.186,14416.974,12546.708,18171.190,14518.194,8044.788,7272.664,105781.319,172366.990,66585.672
India,Assam,Goalpara,"Agriculture Year (Jul - Jun), 2015",182400.000,39167.000,18533.000,28872.000,2794.000,6981.000,4929.000,372.000,187.000,80565.000,134643.000,54078.000
India,Chhattisgarh,Surajpur,"Agriculture Year (Jul - Jun), 2011",499826.000,236123.000,28799.000,1201.000,53849.000,0.000,0.000,11107.000,13706.000,155041.000,176797.000,21756.000
India,Bihar,Kishanganj,"Agriculture Year (Jul - Jun), 2011",189080.000,354.000,35466.000,11198.000,418.000,5124.000,1180.000,3029.000,26994.000,105317.000,149301.000,43984.000
India,Chhattisgarh,Kondagaon,"Agriculture Year (Jul - Jun), 2012",605073.000,411706.000,10609.000,16324.000,8623.000,23.000,16795.000,3715.000,5721.000,131557.000,137489.000,5932.000
India,Assam,Lakhimpur,"Agriculture Year (Jul - Jun), 2018",228439.388,31196.577,69425.895,145.996,3259.115,6311.360,8758.970,6937.876,7516.572,94887.026,198011.632,103124.606
India,Chhattisgarh,Mungeli,"Agriculture Year (Jul - Jun), 2016",275036.000,113038.000,12164.000,229.000,17633.000,14.000,143.000,2020.000,1189.000,128606.000,212598.000,83992.000
India,Assam,Tinsukia,"Agriculture Year (Jul - Jun), 2014",379000.000,126467.000,36778.000,51894.000,5610.000,14103.000,3713.000,8461.000,3252.000,128722.000,151852.000,23130.000
India,Haryana,Faridabad,"Agriculture Year (Jul - Jun), 2015",72071.000,323.000,40460.000,1442.000,271.000,0.000,0.000,0.000,665.000,28910.000,54534.000,25624.000
India,Chhattisgarh,Balrampur,"Agriculture Year (Jul - Jun), 2012",601634.000,293840.000,30490.000,1636.000,86433.000,37.000,0.000,13248.000,23692.000,152258.000,177930.000,25672.000
India,Assam,Sivasagar,"Agriculture Year (Jul - Jun), 2017",159812.064,18248.405,21387.143,7913.932,12262.042,8684.240,3688.616,3723.358,7387.414,76516.914,91737.396,15220.482
India,Chhattisgarh,Janjgir-Champa,"Agriculture Year (Jul - Jun), 2016",446674.000,89327.000,37386.000,2364.000,37949.000,90.000,10931.000,6878.000,4881.000,256868.000,275853.000,18985.000
India,Bihar,Purbi Champaran,"Agriculture Year (Jul - Jun), 2016",431715.000,118.000,76913.000,8079.000,423.000,27178.000,244.000,2926.000,33145.000,282689.000,412053.000,129364.000
India,Bihar,Patna,"Agriculture Year (Jul - Jun), 2015",317236.000,56.000,80177.000,12369.000,101.000,1037.000,718.000,1529.000,63502.000,157747.000,203470.000,45723.000
India,Bihar,Sitamarhi,"Agriculture Year (Jul - Jun), 2018",221891.000,0.000,63679.000,1751.000,1338.000,13966.000,113.000,464.000,12604.000,127976.000,233135.000,105159.000
India,Assam,Udalguri,"Agriculture Year (Jul - Jun), 2011",171458.025,22386.081,24000.803,7409.280,3954.662,7233.181,3666.271,146.879,379.556,102281.312,162155.467,59874.154
India,Chhattisgarh,Raigarh,"Agriculture Year (Jul - Jun), 2014",652774.000,207389.000,57157.000,14354.000,64534.000,0.000,4878.000,19044.000,31114.000,254304.000,287010.000,32706.000
India,Bihar,Purnia,"Agriculture Year (Jul - Jun), 2018",313883.000,113.000,46560.000,12329.000,42.000,8925.000,1104.000,4638.000,72751.000,167421.000,185915.000,18494.000
India,Bihar,Muzaffarpur,"Agriculture Year (Jul - Jun), 2014",315351.000,0.000,63326.000,5267.000,26.000,17488.000,301.000,1343.000,400.000,227200.000,334218.000,107018.000
India,Chhattisgarh,Kondagaon,"Agriculture Year (Jul - Jun), 2011",368483.000,175167.000,10422.000,16324.000,12030.000,0.000,13656.000,3637.000,5981.000,131266.000,137400.000,6134.000
India,Bihar,Lakhisarai,"Agriculture Year (Jul - Jun), 2013",128602.000,13445.000,15168.000,7009.000,52.000,430.000,696.000,6270.000,38850.000,46682.000,72770.000,26088.000
India,Bihar,Katihar,"Agriculture Year (Jul - Jun), 2016",291349.000,1785.000,58462.000,22109.000,116.000,11131.000,626.000,5884.000,7225.000,184011.000,267994.000,83983.000
India,Haryana,Ambala,"Agriculture Year (Jul - Jun), 2012",153730.000,778.000,39965.000,2952.000,1368.000,462.000,0.000,0.000,264.000,107941.000,206128.000,98187.000
India,Chhattisgarh,Kondagaon,"Agriculture Year (Jul - Jun), 2017",605073.000,404320.000,11987.000,16211.000,11809.000,1.000,13928.000,4099.000,4921.000,137797.000,144563.000,6766.000
India,Assam,Cachar,"Agriculture Year (Jul - Jun), 2013",379369.114,138613.315,44889.274,3454.814,8847.552,21706.317,16806.394,2424.024,1996.869,140630.556,153769.074,13138.518
India,Chhattisgarh,Jashpur,"Agriculture Year (Jul - Jun), 2014",645741.000,227967.000,25178.000,53183.000,43060.000,0.000,8759.000,17044.000,27830.000,242720.000,256480.000,13760.000
India,Bihar,Siwan,"Agriculture Year (Jul - Jun), 2013",224410.000,0.000,32993.000,8741.000,149.000,8912.000,690.000,1427.000,750.000,170748.000,233630.000,62882.000
India,Assam,Udalguri,"Agriculture Year (Jul - Jun), 2013",204716.049,22161.000,31540.098,14424.892,6867.988,11448.566,8181.765,167.682,269.181,109654.879,167434.027,57779.148
India,Assam,Darrang,"Agriculture Year (Jul - Jun), 2013",154855.746,7755.588,18861.292,13883.611,5572.399,5148.175,3984.938,3293.588,7370.710,88985.445,115094.698,26109.254
India,Chhattisgarh,Korea,"Agriculture Year (Jul - Jun), 2015",597770.000,398987.000,23319.000,12840.000,33504.000,0.000,0.000,12045.000,24142.000,92933.000,103548.000,10615.000
India,Chhattisgarh,Bemetara,"Agriculture Year (Jul - Jun), 2016",285481.000,0.000,24197.000,11.000,23158.000,20.000,5632.000,3899.000,2878.000,225686.000,346134.000,120448.000
India,Assam,Hailakandi,"Agriculture Year (Jul - Jun), 2013",134257.702,59206.922,12511.138,4335.493,936.232,3304.052,568.011,890.216,690.679,51814.959,76341.429,24526.469
India,Bihar,Saran,"Agriculture Year (Jul - Jun), 2013",264887.000,0.000,34924.000,17915.000,147.000,8603.000,157.000,3625.000,33380.000,166136.000,213221.000,47085.000
India,Chhattisgarh,Dhamtari,"Agriculture Year (Jul - Jun), 2016",408193.000,206261.000,30177.000,1884.000,20854.000,0.000,2342.000,1553.000,1572.000,143550.000,226413.000,82863.000
India,Assam,Dhubri,"Agriculture Year (Jul - Jun), 2015",181271.217,24287.511,54023.154,11227.819,1816.044,2528.300,3198.904,4748.373,8677.860,70763.251,136688.994,65925.742
India,Assam,West Karbi Anglong,"Agriculture Year (Jul - Jun), 2018",379074.867,116563.523,48993.083,167205.295,0.000,0.000,0.000,0.000,0.000,46312.965,76266.928,29953.963
India,Chhattisgarh,Narayanpur,"Agriculture Year (Jul - Jun), 2013",71686.000,17900.000,3286.000,1653.000,3451.000,3.000,6918.000,2360.000,3146.000,32969.000,33440.000,471.000
India,Bihar,Munger,"Agriculture Year (Jul - Jun), 2012",139793.000,28524.000,31739.000,11436.000,198.000,588.000,935.000,1900.000,19905.000,44568.000,50323.000,5755.000
India,Chhattisgarh,Baloda Bazar,"Agriculture Year (Jul - Jun), 2013",359386.000,25053.000,30808.000,5702.000,32545.000,6.000,13462.000,12506.000,6048.000,233256.000,283103.000,49847.000
India,Bihar,Vaishali,"Agriculture Year (Jul - Jun), 2017",201449.000,0.000,38264.000,24098.000,317.000,9800.000,132.000,257.000,4675.000,123906.000,181478.000,57572.000
India,Assam,Dhubri,"Agriculture Year (Jul - Jun), 2017",181271.217,24287.511,53745.749,11200.329,1813.545,2533.299,2869.850,4564.269,8162.203,72094.462,136858.935,64764.474
India,Bihar,Samastipur,"Agriculture Year (Jul - Jun), 2011",262390.000,0.000,63755.000,3811.000,62.000,8270.000,0.000,917.000,12708.000,172867.000,261468.000,88601.000
India,Bihar,Bhojpur,"Agriculture Year (Jul - Jun), 2012",237339.000,0.000,34333.000,6702.000,70.000,2030.000,615.000,2422.000,6400.000,184767.000,221699.000,36932.000
India,Chhattisgarh,Kanker,"Agriculture Year (Jul - Jun), 2015",643268.000,278374.000,30952.000,18990.000,63198.000,0.000,13735.000,12090.000,14273.000,211656.000,229304.000,17648.000
India,Assam,Charaideo,"Agriculture Year (Jul - Jun), 2016",106987.936,12216.595,14447.381,5314.108,8210.963,5814.161,2630.187,2137.353,3063.272,53153.916,62876.265,9722.348
India,Assam,Biswanath,"Agriculture Year (Jul - Jun), 2011",242982.299,67487.069,79036.875,9747.174,5433.001,3128.700,103.620,870.503,1792.132,75383.225,123618.337,48235.112
India,Chhattisgarh,Korba,"Agriculture Year (Jul - Jun), 2013",431430.000,188398.000,29024.000,30636.000,21731.000,28.000,14553.000,8792.000,7266.000,131002.000,141565.000,10563.000
India,Bihar,Buxar,"Agriculture Year (Jul - Jun), 2013",166999.000,0.000,17659.000,2180.000,20.000,775.000,648.000,567.000,7083.000,138067.000,194052.000,55985.000
India,Bihar,Gopalganj,"Agriculture Year (Jul - Jun), 2014",203774.000,0.000,33838.000,5521.000,194.000,7478.000,1384.000,2333.000,7882.000,145144.000,214933.000,69789.000
India,Arunachal Pradesh,West Siang,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Chhattisgarh,Narayanpur,"Agriculture Year (Jul - Jun), 2018",692268.000,638723.000,3235.000,1655.000,3373.000,15.000,7465.000,2467.000,3245.000,32090.000,32392.000,302.000
India,Bihar,Muzaffarpur,"Agriculture Year (Jul - Jun), 2018",315351.000,0.000,63448.000,5267.000,23.000,17502.000,292.000,1327.000,20728.000,206764.000,322315.000,115551.000
India,Bihar,Darbhanga,"Agriculture Year (Jul - Jun), 2012",254077.000,0.000,60851.000,1297.000,142.000,12420.000,138.000,2200.000,21427.000,155602.000,166298.000,10696.000
India,Bihar,Gaya,"Agriculture Year (Jul - Jun), 2011",493774.000,77836.000,73599.000,27541.000,2093.000,3888.000,3260.000,11400.000,125201.000,168956.000,189745.000,20789.000
India,Assam,Darrang,"Agriculture Year (Jul - Jun), 2015",154855.746,8668.988,18746.321,13884.002,5572.399,5124.635,3008.513,3293.588,7265.318,89291.983,117102.215,27810.232
India,Chhattisgarh,Sukma,"Agriculture Year (Jul - Jun), 2018",580405.000,353526.000,14244.000,11793.000,24972.000,16.000,55247.000,9547.000,9493.000,101567.000,102391.000,824.000
India,Chhattisgarh,Narayanpur,"Agriculture Year (Jul - Jun), 2016",692268.000,638686.000,3297.000,1654.000,3393.000,14.000,7460.000,2617.000,3625.000,31522.000,31839.000,317.000
India,Bihar,Nalanda,"Agriculture Year (Jul - Jun), 2017",232732.000,4640.000,45415.000,1160.000,3.000,1312.000,188.000,116.000,6256.000,173642.000,252203.000,78561.000
India,Assam,Kamrup Metro,"Agriculture Year (Jul - Jun), 2015",76549.535,23823.672,12660.013,5972.180,455.981,2279.831,349.406,519.231,380.510,30108.712,46006.419,15897.708
India,Bihar,Darbhanga,"Agriculture Year (Jul - Jun), 2016",254077.000,0.000,61054.000,1297.000,136.000,12457.000,129.000,2126.000,25008.000,151870.000,178246.000,26376.000
India,Arunachal Pradesh,West Kameng,"Agriculture Year (Jul - Jun), 2013",477922.000,462228.000,882.000,648.000,848.000,956.000,3834.000,1633.000,954.000,5939.000,7772.000,1833.000
India,Bihar,Nawada,"Agriculture Year (Jul - Jun), 2014",248732.000,63775.000,35776.000,11237.000,862.000,708.000,1103.000,2630.000,15152.000,117489.000,141401.000,23912.000
India,Bihar,Bhojpur,"Agriculture Year (Jul - Jun), 2015",237339.000,0.000,34669.000,6702.000,59.000,2073.000,593.000,2352.000,19025.000,171866.000,209193.000,37327.000
India,Assam,Unknown Districts Of India,"Agriculture Year (Jul - Jun), 2017",488800.000,67277.000,0.000,379304.000,0.000,0.000,0.000,0.000,0.000,42219.000,54457.000,12238.000
India,Assam,Darrang,"Agriculture Year (Jul - Jun), 2012",154855.746,7755.588,17999.552,13883.702,5572.292,6121.565,3984.214,3293.581,4944.699,91300.553,119864.265,28563.712
India,Assam,Udalguri,"Agriculture Year (Jul - Jun), 2018",204716.049,22161.000,31595.048,14846.508,5433.293,8624.738,3705.546,187.496,195.138,117967.282,160251.267,42283.984
India,Chhattisgarh,Kabirdham,"Agriculture Year (Jul - Jun), 2014",444705.000,189440.000,16779.000,10000.000,28645.000,67.000,3893.000,4872.000,4827.000,186182.000,267711.000,81529.000
India,Bihar,Sheikhpura,"Agriculture Year (Jul - Jun), 2012",62084.000,0.000,10715.000,1017.000,0.000,295.000,226.000,1650.000,7550.000,40631.000,53334.000,12703.000
India,Assam,Majuli,"Agriculture Year (Jul - Jun), 2014",87933.358,7786.929,20455.995,2448.933,1396.570,4228.882,1845.644,1839.167,3098.487,44832.750,48113.210,3280.460
India,Bihar,Vaishali,"Agriculture Year (Jul - Jun), 2016",201449.000,0.000,38332.000,24098.000,318.000,9798.000,132.000,261.000,7664.000,120846.000,177673.000,56827.000
India,Bihar,Darbhanga,"Agriculture Year (Jul - Jun), 2013",254077.000,0.000,60862.000,1297.000,142.000,12435.000,136.000,2135.000,21382.000,155688.000,183837.000,28149.000
India,Chhattisgarh,Raigarh,"Agriculture Year (Jul - Jun), 2017",652774.000,207683.000,57523.000,14335.000,64698.000,0.000,5409.000,20693.000,29642.000,252791.000,279916.000,27125.000
India,Assam,Dhubri,"Agriculture Year (Jul - Jun), 2013",181271.217,24287.511,54138.115,11252.811,1799.383,2519.970,3198.904,4056.943,9330.136,70687.444,137302.950,66615.506
India,Bihar,Madhepura,"Agriculture Year (Jul - Jun), 2016",179589.000,0.000,31894.000,3923.000,44.000,7160.000,0.000,986.000,12390.000,123192.000,181754.000,58562.000
India,Bihar,Madhubani,"Agriculture Year (Jul - Jun), 2018",353498.000,0.000,87325.000,2236.000,1253.000,23974.000,489.000,2859.000,11171.000,224191.000,331843.000,107652.000
India,Bihar,Jamui,"Agriculture Year (Jul - Jun), 2014",305289.000,92855.000,44578.000,28567.000,1650.000,2132.000,10293.000,15988.000,61906.000,47320.000,68997.000,21677.000
India,Haryana,Gurugram,"Agriculture Year (Jul - Jun), 2012",120149.000,3560.000,34278.000,58.000,1078.000,210.000,0.000,0.000,286.000,80679.000,105031.000,24352.000
India,Bihar,Saran,"Agriculture Year (Jul - Jun), 2016",264887.000,0.000,32486.000,17915.000,143.000,8621.000,149.000,3618.000,30502.000,171453.000,215861.000,44408.000
India,Assam,Nalbari,"Agriculture Year (Jul - Jun), 2015",105009.508,0.000,18703.264,7434.770,3807.761,746.972,1409.061,3479.213,164.773,69263.694,113555.748,44292.055
India,Bihar,Sheikhpura,"Agriculture Year (Jul - Jun), 2013",62084.000,0.000,10725.000,1017.000,0.000,310.000,224.000,1622.000,3510.000,44676.000,46686.000,2010.000
India,Haryana,Fatehabad,"Agriculture Year (Jul - Jun), 2013",248831.000,1.000,24397.000,1472.000,0.000,0.000,0.000,1404.000,0.000,221557.000,426902.000,205345.000
India,Haryana,Hisar,"Agriculture Year (Jul - Jun), 2014",404308.000,735.000,42833.000,6327.000,0.000,0.000,0.000,0.000,21713.000,332700.000,653498.000,320798.000
India,Chhattisgarh,Korba,"Agriculture Year (Jul - Jun), 2017",714544.000,473007.000,26084.000,30775.000,21949.000,28.000,16971.000,9423.000,8607.000,127700.000,134588.000,6888.000
India,Arunachal Pradesh,West Kameng,"Agriculture Year (Jul - Jun), 2018",17383.000,0.000,882.000,648.000,848.000,931.000,3684.000,1483.000,829.000,8078.000,9028.000,950.000
India,Haryana,Jind,"Agriculture Year (Jul - Jun), 2016",274118.319,637.216,0.000,27998.130,497.364,0.000,0.000,929.725,0.000,244055.883,438184.329,194128.445
India,Chhattisgarh,Gariyaband,"Agriculture Year (Jul - Jun), 2013",288706.000,92034.000,22773.000,3368.000,24821.000,21.000,4061.000,3038.000,2205.000,136385.000,162524.000,26139.000
India,Assam,Marigaon,"Agriculture Year (Jul - Jun), 2015",155100.000,6611.000,49693.000,3569.000,4278.000,10853.000,661.000,990.000,4891.000,73554.000,129619.000,56065.000
India,Chhattisgarh,Mahasamund,"Agriculture Year (Jul - Jun), 2013",386102.000,30482.000,37040.000,6473.000,29637.000,114.000,5810.000,5473.000,3059.000,268014.000,301729.000,33715.000
India,Haryana,Jhajjar,"Agriculture Year (Jul - Jun), 2014",191155.000,0.000,18296.000,7287.000,0.000,0.000,0.000,15415.000,9375.000,140782.000,238622.000,97840.000
India,Bihar,Madhubani,"Agriculture Year (Jul - Jun), 2014",353498.000,0.000,86908.000,2236.000,1270.000,23942.000,491.000,2903.000,405.000,235343.000,343615.000,108272.000
India,Assam,Chirang,"Agriculture Year (Jul - Jun), 2017",192331.119,70818.363,35684.709,11859.963,2351.052,3880.282,3573.140,2692.931,1427.444,60043.234,87353.518,27310.283
India,Bihar,Banka,"Agriculture Year (Jul - Jun), 2013",305621.000,46310.000,42710.000,42961.000,1065.000,7448.000,7892.000,11209.000,26620.000,119406.000,156551.000,37145.000
India,Assam,Cachar,"Agriculture Year (Jul - Jun), 2014",379369.114,138613.315,44889.274,3454.814,8847.552,21706.317,16806.394,2424.024,1996.869,140630.556,165856.529,25225.973
India,Bihar,Aurangabad,"Agriculture Year (Jul - Jun), 2011",330011.000,18764.000,55506.000,16410.000,568.000,624.000,1860.000,1155.000,42901.000,192223.000,304370.000,112147.000
India,Bihar,Jamui,"Agriculture Year (Jul - Jun), 2018",305289.000,92855.000,44551.000,28567.000,1636.000,2143.000,10281.000,15978.000,54641.000,54637.000,91268.000,36631.000
India,Chhattisgarh,Durg,"Agriculture Year (Jul - Jun), 2015",231999.000,0.000,35847.000,4805.000,19018.000,111.000,11739.000,8175.000,3984.000,148320.000,189721.000,41401.000
India,Chhattisgarh,Raipur,"Agriculture Year (Jul - Jun), 2013",290168.000,1671.000,45576.000,380.000,35417.000,96.000,21553.000,15530.000,4198.000,165747.000,219816.000,54069.000
India,Chhattisgarh,Korba,"Agriculture Year (Jul - Jun), 2011",714544.000,471565.000,28714.000,30619.000,21554.000,29.000,14554.000,9340.000,7101.000,131068.000,141835.000,10767.000
